left_side,right_side,similarity
Screenco Manufacturing Ltd.,Screenco Manufacturing,0.9523666907492309
Screenco Manufacturing,screenco manufacturing ltd ,0.9523666907492309
Screenco Manufacturing,Screenco Manufacturing Ltd.,0.9523666907492309
Scott Builders Inc.,Scott Builders,0.9669758616893525
Scott Builders,Scott Builders Inc.,0.9669758616893525
Scotlynn Commodities,scotlynn commodities inc ,0.9803508856786605
Sciteline Inc,Sciteline,0.9280324651771449
Sciteline,Sciteline Inc,0.9280324651771449
Scholastic Canada Ltd.,scholastic canada,0.9229027740420059
Schlegel Villages Inc.,schlegel villages,0.9742797255642318
Schlegel Villages Inc.,Schlegel Villages,0.9742797255642318
Schlegel Villages,Schlegel Villages Inc.,0.9742797255642318
Scentroid (division of Ides Canada Inc.),Scentroid (a division of IDES CANADA INC),0.9265615811638858
Scentroid (a division of IDES CANADA INC),Scentroid (division of Ides Canada Inc.),0.9265615811638858
SavvyPro Education Inc.,Savvypro Education,0.9720899350180866
Savvypro Education,SavvyPro Education Inc.,0.9720899350180866
Saskatchewan Medical Association (SMA),Saskatchewan Medical Association,0.9280818608245519
Saskatchewan Medical Association,Saskatchewan Medical Association (SMA),0.9280818608245519
Samuelsohn LTD,Samuelsohn,0.9453369531142778
Samuelsohn,Samuelsohn LTD,0.9453369531142778
Salford Group Inc.,salford group,0.9423257185683951
Salford Group Inc.,Salford Group,0.9423257185683951
Salford Group,Salford Group Inc.,0.9423257185683951
Sabai Thai Spa Inc.,Sabai Thai Spa,0.9721588168846969
Sabai Thai Spa Inc,Sabai Thai Spa,0.9721588168846969
Sabai Thai Spa,Sabai Thai Spa Inc,0.9721588168846969
Sabai Thai Spa,Sabai Thai Spa Inc.,0.9721588168846969
Running Man Grocery Mart New Minas,Running Man Grocery Mart - New Minas Location,0.9187705250826141
Running Man Grocery Mart - New Minas Location,Running Man Grocery Mart New Minas,0.9187705250826141
Rubicon Organics Inc.,Rubicon Organics,0.9749153001257539
Rubicon Organics,Rubicon Organics Inc.,0.9749153001257539
RST Instruments Ltd.,RST Instruments,0.9419266154969113
RST Instruments Ltd,RST Instruments,0.9419266154969113
RST Instruments,RST Instruments Ltd,0.9419266154969113
RST Instruments,RST Instruments Ltd.,0.9419266154969113
RPI Consulting Group,rpi consulting group inc ,0.9563370331563394
Roma Moulding,roma moulding inc ,0.9541735074870648
Rolls-Royce,Rolls Royce Canada,0.9165172831095858
Rolls Royce Canada,Rolls Royce,0.9165172831095858
Rolls Royce Canada,Rolls-Royce,0.9165172831095858
Rolls Royce,Rolls Royce Canada,0.9165172831095858
Rogers Insurance Ltd,Rogers Insurance,0.9286049687309851
Rogers Insurance,Rogers Insurance Ltd,0.9286049687309851
Rocky Mountainer,Rocky Mountaineer,0.9276759078754687
Rocky Mountaineer,Rocky Mountainer,0.9276759078754687
Robocart.ai Inc,Robocart.ai,0.9311911952019682
Robocart.ai,Robocart.ai Inc,0.9311911952019682
RMSI Inc,RMSI,0.9011862260272426
RMSI,RMSI Inc,0.9011862260272426
RIVERSIDE MILLWORK GROUP INC,riverside millwork group,0.9646389201224307
RIVERSIDE MILLWORK GROUP INC,Riverside Millwork Group,0.9646389201224307
Riverside Millwork Group,RIVERSIDE MILLWORK GROUP INC,0.9646389201224307
Rivago Infotech Inc.,Rivago infotech,0.9551265361550556
Rivago Infotech Inc,Rivago infotech,0.9551265361550556
Rivago infotech,Rivago Infotech Inc,0.9551265361550556
Rivago infotech,Rivago Infotech Inc.,0.9551265361550556
"Ritchie Smith Feeds, Inc.",Ritchie Smith Feeds,0.9790054518657436
Ritchie Smith Feeds,"Ritchie Smith Feeds, Inc.",0.9790054518657436
"Rise People, Inc",rise people,0.9512908494889947
Rise People Inc.,rise people,0.9512908494889947
Rimex Supply Ltd.,rimex supply,0.932598674645799
Right at Home Realty Brokerage,right at home realty inc brokerage,0.9251388160546536
Ridgeline Canada Inc.,Ridgeline Canada,0.9500535641032769
Ridgeline Canada,Ridgeline Canada Inc.,0.9500535641032769
Ricoh Canada,ricoh canada inc ,0.9510476530481544
Reynolds and Reynolds,The Reynolds & Reynolds Company,0.9278744594847897
Revlon,revlon inc ,0.9345206386579128
Resolver Inc.,Resolver,0.9135778299529688
Resolver,resolver inc ,0.9135778299529688
Resolver,Resolver Inc.,0.9135778299529688
Research and Productivity Council (RPC),The Research and Productivity Council (RPC),0.9636153913585147
Ren Robot Ltd.,Ren Robot,0.9030111885693851
Ren Robot,Ren Robot Ltd.,0.9030111885693851
REMATEK ÉNERGIE INC.,REMATEK ÉNERGIE,0.9624921335961322
REMATEK ÉNERGIE,REMATEK ÉNERGIE INC.,0.9624921335961322
Reis Informatica Inc.,Reis Informatica,0.9574504081528419
Reis Informatica,Reis Informatica Inc.,0.9574504081528419
Reinbold Engineering Group,Reinbold Engineering,0.9240072169529047
Reinbold Engineering,Reinbold Engineering Group,0.9240072169529047
Regal Security,regal security inc ,0.9447888689179565
reebee,reebee inc ,0.9416539868746817
Red X Technologies Inc,Red X Technologies,0.9703676480760206
Red X Technologies,Red X Technologies Inc,0.9703676480760206
RealDecoy Inc.,realdecoy,0.9448007023109578
RealDecoy Inc.,RealDecoy,0.9448007023109578
RealDecoy,RealDecoy Inc.,0.9448007023109578
Real Fruit Bubble Tea Inc.,real fruit bubble tea,0.9737846587185691
Real Fruit Bubble Tea Inc.,Real Fruit Bubble Tea,0.9737846587185691
Real Fruit Bubble Tea,Real Fruit Bubble Tea Inc.,0.9737846587185691
Ready to Load Logistics Inc.,Ready to Load Logistics,0.981739172822336
Ready to Load Logistics,Ready to Load Logistics Inc.,0.981739172822336
Read Jones Christoffersen Ltd.,Read Jones Christoffersen,0.9643443520001203
Read Jones Christoffersen,Read Jones Christoffersen Ltd.,0.9643443520001203
RDH Building Science Inc.,RDH Building Science,0.9716004131411762
RDH Building Science,RDH Building Science Inc.,0.9716004131411762
RC MacGillivray Guest Home,MacGillivray Guest Home,0.9098149540338771
Raytheon Intelligence & Space (RIS),Raytheon Intelligence & Space,0.9332674129522965
Raytheon Intelligence & Space,Raytheon Intelligence & Space (RIS),0.9332674129522965
Rakuten Kobo Inc.,Rakuten Kobo,0.9600372851345004
Rakuten Kobo,rakuten kobo inc ,0.9600372851345004
Rakuten Kobo,Rakuten Kobo Inc.,0.9600372851345004
Quantum Technology Corp.,Quantum Technology,0.9166884877003875
Quantum Technology Corp,Quantum Technology,0.9166884877003875
Quantum Technology,Quantum Technology Corp,0.9166884877003875
Quantum Technology,Quantum Technology Corp.,0.9166884877003875
Quadbridge Inc,Quadbridge,0.9561503124990554
Quadbridge,Quadbridge Inc,0.9561503124990554
Quad Infotech,quad infotech inc ,0.9444346372704041
Q1 Technologies Inc,Q1 Technologies,0.9688176422455635
Q1 Technologies,Q1 Technologies Inc,0.9688176422455635
Purolator,purolator inc ,0.929796443267112
Pure Staffing Solutions Inc.,Pure Staffing Solutions,0.9690947043413622
Pure Staffing Solutions,Pure Staffing Solutions Inc.,0.9690947043413622
Punchcard Systems Inc.,Punchcard Systems,0.9728918366301049
Punchcard Systems,Punchcard Systems Inc.,0.9728918366301049
Proslide Technology,proslide technology inc ,0.9599950758987463
"Prophix Software, Inc.",Prophix Software,0.9642360508577924
Prophix Software Inc.,Prophix Software,0.9642360508577924
Prophix Software,Prophix Software Inc.,0.9642360508577924
Prophix Software,"Prophix Software, Inc.",0.9642360508577924
Promation Engineering,promation engineering inc ,0.9519745094403462
Promark Electronics Inc.,Promark Electronics,0.9716916429561145
Promark Electronics,Promark Electronics Inc.,0.9716916429561145
Project Whitecard Inc.,Project Whitecard,0.9576143640527349
Project Whitecard,Project Whitecard Inc.,0.9576143640527349
Progressive Automations Inc,Progressive Automations,0.9744322994623388
Progressive Automations,Progressive Automations Inc,0.9744322994623388
Prodigy Personnel,prodigy personnel ltd ,0.9429402693815868
Proax Technologies Ltd.,Proax Technologies,0.944911093593083
Proax Technologies Ltd,Proax Technologies,0.944911093593083
Proax Technologies,Proax Technologies Ltd,0.944911093593083
Proax Technologies,Proax Technologies Ltd.,0.944911093593083
Pro Physio & Sport Medicine Centres,Pro Physio & Sport Medicine Centre,0.9740810379900741
Pro Physio & Sport Medicine Centre,Pro Physio & Sport Medicine Centres,0.9740810379900741
Prism Eye Institute Inc.,Prism Eye Institute,0.9734031066937732
Prism Eye Institute,Prism Eye Institute Inc.,0.9734031066937732
Priestly Demolition Inc.,Priestly Demolition,0.9647329525237492
Priestly Demolition Inc,Priestly Demolition,0.9647329525237492
Priestly Demolition,Priestly Demolition Inc,0.9647329525237492
Priestly Demolition,Priestly Demolition Inc.,0.9647329525237492
Pricedex Software Inc.,Pricedex Software,0.9621727685633382
Pricedex Software,Pricedex Software Inc.,0.9621727685633382
Prestilux inc.,Prestilux,0.9259993565379863
Prestilux,Prestilux inc.,0.9259993565379863
PressReader Inc.,pressreader,0.9410798804521169
PressReader Inc.,PressReader,0.9410798804521169
PressReader,PressReader Inc.,0.9410798804521169
Premier Tech,premier tech inc ,0.9309778478242295
Predictable Revenue Inc,Predictable Revenue,0.9710815613383453
Predictable Revenue,Predictable Revenue Inc,0.9710815613383453
Precision Resource,precision resource inc ,0.9599176479280312
Precision Castparts Corporation Canada,Precision Castparts Corporation,0.9464867838229719
Precision Castparts Corporation,Precision Castparts Corporation Canada,0.9464867838229719
Precise ParkLink Inc.,precise parklink,0.9486051855754529
Precise ParkLink Inc.,Precise Parklink,0.9486051855754529
Precise Parklink,Precise ParkLink Inc.,0.9486051855754529
Pratt & Whitney Canada,Pratt & Whitney,0.9182304240114895
Pratt & Whitney,Pratt & Whitney Canada,0.9182304240114895
Powertech Labs Inc.,Powertech Labs,0.9638001489703562
Powertech Labs,Powertech Labs Inc.,0.9638001489703562
Power Integrations Inc,Power Integrations,0.9621384977822117
Power Integrations,Power Integrations Inc,0.9621384977822117
"POWER Engineers, Inc.",power engineers,0.959658486325269
Poseidon Ocean Systems Ltd.,Poseidon Ocean Systems,0.9647957713484417
Poseidon Ocean Systems Ltd,Poseidon Ocean Systems,0.9647957713484417
Poseidon Ocean Systems,Poseidon Ocean Systems Ltd,0.9647957713484417
Poseidon Ocean Systems,Poseidon Ocean Systems Ltd.,0.9647957713484417
Portfolio Contracting Inc.,Portfolio Contracting,0.9655692859230295
Portfolio Contracting,Portfolio Contracting Inc.,0.9655692859230295
Port 443 Inc.,Port 443,0.9098420617462113
Port 443,Port 443 Inc.,0.9098420617462113
Pong Game Studios Corp.,Pong Game Studios,0.9306139188762533
Pong Game Studios,Pong Game Studios Corp.,0.9306139188762533
"Polytainers, Inc.",Polytainers,0.9607870672467119
Polytainers,"Polytainers, Inc.",0.9607870672467119
PMC Energy Ltd.,PMC Energy,0.9245941974976764
PMC Energy,PMC Energy Ltd.,0.9245941974976764
Planview Utility Services,planview utility services limited,0.9085644797319605
Piranha Games Inc.,piranha games,0.9718307159460108
Pieridae Energy Ltd.,Pieridae Energy,0.9446569991172221
Pieridae Energy,Pieridae Energy Ltd.,0.9446569991172221
PIA Automation Canada Inc.,PIA Automation Canada,0.9601662097624285
PIA Automation Canada,PIA Automation Canada Inc.,0.9601662097624285
Pharmascience Inc.,pharmascience,0.9544423682564932
Pharmascience Inc.,Pharmascience,0.9544423682564932
Pharmascience,Pharmascience Inc.,0.9544423682564932
Phantom Creek Estates,Phantom Creek Estate,0.9536836679426838
Phantom Creek Estate,Phantom Creek Estates,0.9536836679426838
Pfaff Automotive Partners Inc.,pfaff automotive partners,0.9822038166413813
Pestell Nutrition,pestell nutrition inc ,0.9600844362150366
PerkinElmer,perkinelmer inc ,0.9461123104068824
PeopleCare Communities Inc,PeopleCare Communities,0.9737823215829078
PeopleCare Communities,PeopleCare Communities Inc,0.9737823215829078
Peak Sales Recruiting Inc,peak sales recruiting,0.9655892995035491
PCC - Pain Care Clinics,pain care clinics pcc,0.938032706686809
PBX Engineering Ltd.,PBX Engineering,0.9422974931475859
PBX Engineering,PBX Engineering Ltd.,0.9422974931475859
PBS Systems,pbs systems inc ,0.9609886946226905
PAYMENT SOURCE INC,Payment source,0.9490076059066362
Payment source,PAYMENT SOURCE INC,0.9490076059066362
Paterson Cooke Canada Inc,Paterson & Cooke Canada Inc.,0.9055328713832548
Paterson & Cooke Canada Inc.,Paterson Cooke Canada Inc,0.9055328713832548
Parts for Trucks,parts for trucks inc ,0.9660933627153919
Partridge Fine Landscapes Ltd,partridge fine landscapes,0.9650064551731717
Part Time CFO Services Inc.,Part Time CFO Services,0.976512181325053
Part Time CFO Services,Part Time CFO Services Inc.,0.976512181325053
Papp Plastics & Distributing Ltd,PAPP PLASTICS & DISTRIBUTING LIMITED,0.9048907487581568
PAPP PLASTICS & DISTRIBUTING LIMITED,Papp Plastics & Distributing Ltd,0.9048907487581568
Paper Excellence Canada,Paper Excellence,0.9159355406947669
Paper Excellence,Paper Excellence Canada,0.9159355406947669
Paisley Partners Inc.,Paisley Partners,0.9736224396636172
Paisley Partners,Paisley Partners Inc.,0.9736224396636172
Pageau Morel inc.,Pageau Morel,0.9584695291544645
Pageau Morel,Pageau Morel inc.,0.9584695291544645
Pacific Design Academy Inc.,Pacific Design Academy,0.9691375787386699
Pacific Design Academy,Pacific Design Academy Inc.,0.9691375787386699
"P3 Veterinary Partners, Inc.",P3 Veterinary Partners,0.9796794743277628
P3 Veterinary Partners,"P3 Veterinary Partners, Inc.",0.9796794743277628
Outgive Inc.,Outgive,0.9533986505520107
Outgive,Outgive Inc.,0.9533986505520107
Ottawa Hospital and Region Imaging Associates,The Ottawa Hospital and Region Imaging Associates...,0.9659358645882866
OTIP (Ontario Teachers Insurance Plan),Ontario Teachers Insurance Plan (OTIP),0.9659127458762089
Ostrom Climate Solutions Inc.,Ostrom Climate Solutions,0.9754787622537129
Ostrom Climate Solutions,Ostrom Climate Solutions Inc.,0.9754787622537129
OSL Retail Services Inc,osl retail services,0.9726062459698149
Oscar International College Inc.,Oscar International College,0.9699366996529465
Oscar International College,Oscar International College Inc.,0.9699366996529465
Ordinateurs pour les écoles du Québec (OPEQ),OPEQ (Ordinateurs pour les écoles du Québec),0.9516674803535303
Orano Canada Inc.,Orano Canada,0.9380980712185044
Orano Canada,Orano Canada Inc.,0.9380980712185044
Optima Communications International Inc.,optima communications international,0.9724147129898454
Operto Guest Technologies Inc.,Operto Guest Technologies,0.9763825987348153
Operto Guest Technologies,Operto Guest Technologies Inc.,0.9763825987348153
OPEQ (Ordinateurs pour les écoles du Québec),Ordinateurs pour les écoles du Québec (OPEQ),0.9516674803535303
Open Door Group,The Open Door Group,0.9103112794133116
Onward Manufacturing Company,onward manufacturing company limited,0.905334832997619
Ontario Treasury Board Secretariat,Treasury Board Secretariat,0.9019745903568663
Ontario Teachers Insurance Plan (OTIP),OTIP (Ontario Teachers Insurance Plan),0.9659127458762089
"Ontario Ministry of Labour, Training and Skills...","Ministry of Labour, Training and Skills...",0.9130679687946072
Ontario Ministry of Education,Ministry of Education Ontario,0.9515600569090544
One Road Logistics Inc.,One Road Logistics,0.9720049406644987
One Road Logistics,One Road Logistics Inc.,0.9720049406644987
ONBusiness Chartered Professional Accountants Inc.,ONBusiness Chartered Professional Accountants,0.9883106087622155
ONBusiness Chartered Professional Accountants,ONBusiness Chartered Professional Accountants Inc.,0.9883106087622155
Omnitrans inc.,Omnitrans,0.9564068770013011
Omnitrans Inc,Omnitrans,0.9564068770013011
Omnitrans,Omnitrans Inc,0.9564068770013011
Omnitrans,Omnitrans inc.,0.9564068770013011
"OmniMax International, LLC",OmniMax International,0.9019507789972486
OmniMax International,"OmniMax International, LLC",0.9019507789972486
Omni Mattress,Mattress Omni,0.9180812686187615
OHS Global Inc.,OHS GLOBAL,0.9506763106197531
OHS GLOBAL,OHS Global Inc.,0.9506763106197531
O’Regan’s Motors Limited,O'Regan Motors Limited,0.9100514450874422
O'Regan Motors Limited,O’Regan’s Motors Limited,0.9100514450874422
Nventive inc.,nventive,0.937276997595863
nventive,Nventive inc.,0.937276997595863
NuChem Sciences Inc.,NuChem Sciences,0.9699211263834819
NuChem Sciences,NuChem Sciences Inc.,0.9699211263834819
NRI Industrial Sales Inc.,NRI Industrial Sales,0.9746916898749279
NRI Industrial Sales,NRI Industrial Sales Inc.,0.9746916898749279
Novus Entertainment Inc,Novus Entertainment,0.9644655056882995
Novus Entertainment,Novus Entertainment Inc,0.9644655056882995
Nova Scotia Power Inc.,Nova Scotia Power,0.9564296392204291
Nova Scotia Power,Nova Scotia Power Inc.,0.9564296392204291
Northwestel Inc.,NorthwesTel,0.9407039121561401
NorthwesTel,Northwestel Inc.,0.9407039121561401
NORTHLAND POWER,northland power inc ,0.9455338742212819
Northland Power,northland power inc ,0.9455338742212819
Northern Security,northern security ltd,0.928590832146378
Northern Metalic Sales Group,Northern Metalic Sales,0.9207268000494422
Northern Metalic Sales,Northern Metalic Sales Group,0.9207268000494422
North West Veterinary Dermatology Services Ltd.,North West Veterinary Dermatology Service Ltd.,0.9644133291075796
North West Veterinary Dermatology Service Ltd.,North West Veterinary Dermatology Services Ltd.,0.9644133291075796
North Eastern Ontario Family and Children’s...,North Eastern Ontario Family & Children's Services,0.940709331569207
North Eastern Ontario Family & Children's Services,North Eastern Ontario Family and Children’s...,0.940709331569207
Norima Consulting Inc.,Norima Consulting,0.9443703960200033
Norima Consulting,Norima Consulting Inc.,0.9443703960200033
NJM Packaging - Canada,NJM Packaging,0.9172989106202062
NJM Packaging,NJM Packaging - Canada,0.9172989106202062
NextSTEP Support Inc.,NextSTEP Support,0.9661452397627605
NextSTEP Support,NextSTEP Support Inc.,0.9661452397627605
Newly Weds Foods Co.,newly weds foods,0.9603866397764804
Newfoundland Labrador Hydro,Newfoundland and Labrador Hydro,0.971738992039017
Newfoundland and Labrador Hydro,Newfoundland Labrador Hydro,0.971738992039017
New Roots Herbal Inc.,New Roots Herbal,0.9629615273585309
New Roots Herbal,New Roots Herbal Inc.,0.9629615273585309
"New Relic, Inc.",New Relic,0.9159478124665249
New Relic,"New Relic, Inc.",0.9159478124665249
New City Contracting Ltd.,New City Contracting,0.9317820430196527
New City Contracting,New City Contracting Ltd.,0.9317820430196527
New Brunswick Liquor Corporation,New Brunswick Liquor Co,0.9076435132410021
New Brunswick Liquor Co,New Brunswick Liquor Corporation,0.9076435132410021
Nevvon Inc.,Nevvon,0.9469438862468696
Nevvon,Nevvon Inc.,0.9469438862468696
NERv Technology Inc,NERv Technology,0.9522114439389662
NERv Technology,NERv Technology Inc,0.9522114439389662
Nautical Commerce Inc,Nautical Commerce,0.9576028071776708
Nautical Commerce,Nautical Commerce Inc,0.9576028071776708
Natursource Inc.,naturSource,0.9457882554179824
naturSource,Natursource Inc.,0.9457882554179824
Natural Resources Canada,natural resources canada | ressources naturelles canada,0.9039305285554191
Myant,myant inc ,0.9137930614736481
MWDplanet and Lumen Corporation,MWDPlanet and Lumen Corp,0.9250165716211447
MWDPlanet and Lumen Corp,MWDplanet and Lumen Corporation,0.9250165716211447
MUSKOKA HILLS RETIREMENT VILLA INC.,Muskoka Hills Retirement Villa,0.9813052130508642
Muskoka Hills Retirement Villa,MUSKOKA HILLS RETIREMENT VILLA INC.,0.9813052130508642
"Murata Power Solutions, Inc.",Murata Power Solutions,0.9706660965200495
Murata Power Solutions,"Murata Power Solutions, Inc.",0.9706660965200495
Multimatic Inc.,Multimatic,0.91208455466939
Multimatic,multimatic inc ,0.91208455466939
Multimatic,Multimatic Inc.,0.91208455466939
Multidisciplinary Health Clinic,Multidisciplinary Clinic,0.9004660858822419
Multidisciplinary Clinic,Multidisciplinary Health Clinic,0.9004660858822419
MSC MEDITERRANEAN SHIPPING COMPANY.INC.,MSC - Mediterranean Shipping Company,0.9014774249325748
MSC MEDITERRANEAN SHIPPING COMPANY (CANADA) INC,MSC - Mediterranean Shipping Company,0.9406576867844554
MSC MEDITERRANEAN SHIPPING COMPANY (CANADA) INC,MEDITERRANEAN SHIPPING COMPANY (MSC),0.9069336601211897
MSC MEDITERRANEAN SHIPPING COMPANY (CANADA) INC,MEDITERRANEAN SHIPPING COMPANY (MSC).,0.9069336601211897
MSC - Mediterranean Shipping Company,MEDITERRANEAN SHIPPING COMPANY (MSC),0.9641484600221069
MSC - Mediterranean Shipping Company,MEDITERRANEAN SHIPPING COMPANY (MSC).,0.9641484600221069
MSC - Mediterranean Shipping Company,MSC MEDITERRANEAN SHIPPING COMPANY (CANADA) INC,0.9406576867844554
MSC - Mediterranean Shipping Company,MSC MEDITERRANEAN SHIPPING COMPANY.INC.,0.9014774249325748
MovingWaldo Inc,MovingWaldo,0.9523979939752719
MovingWaldo,MovingWaldo Inc,0.9523979939752719
Morison Insurance Brokers Inc.,Morison Insurance Brokers,0.9755967566043784
Morison Insurance Brokers,Morison Insurance Brokers Inc.,0.9755967566043784
Moriarty Developments ltd.,Moriarty Developments,0.9562414945156646
Moriarty Developments ltd.,moriarty developments,0.9562414945156646
moriarty developments,Moriarty Developments ltd.,0.9562414945156646
Moriarty Developments,Moriarty Developments ltd.,0.9562414945156646
Moosehead Breweries Limited,moosehead breweries,0.9033851593563543
Modest Tree Media Inc,Modest Tree Media,0.9592420277530752
Modest Tree Media,Modest Tree Media Inc,0.9592420277530752
MOBILELIVE INC,mobileLIVE,0.9496499931283758
mobileLIVE,MOBILELIVE INC,0.9496499931283758
MITSUI HIGH-TEC CANADA,mitsui high tec (canada) inc ,0.9735454556186072
Mister Safety Shoes,mister safety shoes inc ,0.9739476298092324
Mississauga Dental Office,Central Mississauga Dental Office,0.9191775394715358
Mississauga College of Technology Inc,Mississauga College of Technology,0.9773532877054085
Mississauga College of Technology,Mississauga College of Technology Inc,0.9773532877054085
Ministry of Municipal Affairs and Housing,ministry of municipal and rural affairs and housing,0.9142170006702932
"Ministry of Labour, Training and Skills...","Ontario Ministry of Labour, Training and Skills...",0.9130679687946072
Ministry of Government and Consumer Services,ontario ministry of government and consumer services,0.9096044494306402
Ministry of Education Ontario,Ontario Ministry of Education,0.9515600569090544
Microchip Technology,microchip technology inc ,0.9636000926399272
Michael Page CA,michael page,0.9071431345305597
"MHI Canada Aerospace, Inc.",MHI Canada Aerospace,0.9714177538799764
MHI Canada Aerospace Inc.,MHI Canada Aerospace,0.9714177538799764
MHI Canada Aerospace,mhi canada aerospace inc ,0.9714177538799764
MHI Canada Aerospace,MHI Canada Aerospace Inc.,0.9714177538799764
MHI Canada Aerospace,"MHI Canada Aerospace, Inc.",0.9714177538799764
Metsco Energy Solutions Inc.,Metsco Energy Solutions,0.9734829408131607
Metsco Energy Solutions,Metsco Energy Solutions Inc.,0.9734829408131607
Metro Toronto Convention Centre Corp.,Metro Toronto Convention Centre,0.9460393355896984
Metro Toronto Convention Centre,Metro Toronto Convention Centre Corp.,0.9460393355896984
Metaverse Mind Lab Inc,Metaverse Mind Lab,0.9386237921453349
Metaverse Mind Lab,Metaverse Mind Lab Inc,0.9386237921453349
Meta Materials Inc.,Meta Materials,0.9585407061440216
Meta Materials,Meta Materials Inc.,0.9585407061440216
MESONS TECHNOLOGIES INC.,Mesons Technologies,0.963194616610598
Mesons Technologies,MESONS TECHNOLOGIES INC.,0.963194616610598
Merovitz Potechin LLP,Merovitz Potechin,0.9081685173499363
Merovitz Potechin,Merovitz Potechin LLP,0.9081685173499363
Merchandising Consultants Associates,mca merchandising consultants associates,0.9147042744093659
Mercedes-Benz Financial Services Canada...,Mercedes-Benz Financial Services,0.9519874588120418
Mercedes-Benz Financial Services,Mercedes-Benz Financial Services Canada...,0.9519874588120418
Mercedes-Benz Canada Inc.,Mercedes-Benz Canada,0.9690393339794743
Mercedes-Benz Canada,Mercedes-Benz Canada Inc.,0.9690393339794743
Medline Industries Inc,Medline Industries,0.9660081515331783
Medline Industries,Medline Industries Inc,0.9660081515331783
MEDITERRANEAN SHIPPING COMPANY (MSC).,MSC - Mediterranean Shipping Company,0.9641484600221069
MEDITERRANEAN SHIPPING COMPANY (MSC).,MSC MEDITERRANEAN SHIPPING COMPANY (CANADA) INC,0.9069336601211897
MEDITERRANEAN SHIPPING COMPANY (MSC),MSC - Mediterranean Shipping Company,0.9641484600221069
MEDITERRANEAN SHIPPING COMPANY (MSC),MSC MEDITERRANEAN SHIPPING COMPANY (CANADA) INC,0.9069336601211897
Mechatronic Design Solutions Inc.,Mechatronic Design Solutions,0.97732904546641
Mechatronic Design Solutions,Mechatronic Design Solutions Inc.,0.97732904546641
MeadowBrook Construction Inc.,MeadowBrook Construction,0.9726041751456251
MeadowBrook Construction,MeadowBrook Construction Inc.,0.9726041751456251
MCG Careers Inc.,MCG Careers,0.9553952956830123
MCG Careers,MCG Careers Inc.,0.9553952956830123
McFarlan Rowlands Insurance Brokers Inc.,McFarlan Rowlands Insurance Brokers,0.9877789073443012
McFarlan Rowlands Insurance Brokers,McFarlan Rowlands Insurance Brokers Inc.,0.9877789073443012
McElhanney Ltd.,McElhanney,0.9366884329872661
McElhanney,McElhanney Ltd.,0.9366884329872661
McDonald's Corporation,McDonald's Corporate,0.9307600322005144
McDonald's Corporate,McDonald's Corporation,0.9307600322005144
McCain Foods Ltd.,mccain foods,0.9403138091461944
McCain Foods Ltd.,McCain Foods,0.9403138091461944
McCain Foods (Canada),mccain foods,0.9036636966876692
McCain Foods (Canada),McCain Foods,0.9036636966876692
McCain Foods,McCain Foods Ltd.,0.9403138091461944
McCain Foods,McCain Foods (Canada),0.9036636966876692
"MCAFEE, INC.",mcafee,0.9417242866010314
"MCAFEE, INC.",McAfee,0.9417242866010314
McAfee,"MCAFEE, INC.",0.9417242866010314
Mazda Canada Inc.,Mazda Canada,0.9511367033954209
Mazda Canada,Mazda Canada Inc.,0.9511367033954209
Mayfield Management Group Ltd.,Mayfield Management Group,0.9492428130717713
Mayfield Management Group,Mayfield Management Group Ltd.,0.9492428130717713
Mattress Omni,Omni Mattress,0.9180812686187615
MAT 4SITE ENGINEERS LIMITED,MAT 4Site Engineers,0.9010483422617709
MAT 4Site Engineers,MAT 4SITE ENGINEERS LIMITED,0.9010483422617709
Marwood International Inc.,Marwood International,0.957580688376364
Marwood International,marwood international inc ,0.957580688376364
Marwood International,Marwood International Inc.,0.957580688376364
Martinrea International Inc.,Martinrea International,0.9632098816360123
Martinrea International,Martinrea International Inc.,0.9632098816360123
"Marriott International, Inc",marriott international,0.9583471971345674
Marks Supply Inc,MARKS SUPPLY,0.936335151660342
Marks Supply Inc,Marks Supply,0.936335151660342
Marks Supply,marks supply inc ,0.936335151660342
Marks Supply,Marks Supply Inc,0.936335151660342
MARKS SUPPLY,marks supply inc ,0.936335151660342
MARKS SUPPLY,Marks Supply Inc,0.936335151660342
Markham Stouffville Hospital Corporation,markham stouffville hospital,0.9191961562630035
Markham Stouffville Hospital Corporation,Markham Stouffville Hospital,0.9191961562630035
Markham Stouffville Hospital,Markham Stouffville Hospital Corporation,0.9191961562630035
Mark Anthony Group Inc. - Canada,Mark Anthony Group Inc.,0.9150406776770962
Mark Anthony Group Inc.,mark anthony group,0.9559159952185101
Mark Anthony Group Inc.,Mark Anthony Group,0.9559159952185101
Mark Anthony Group Inc.,Mark Anthony Group Inc. - Canada,0.9150406776770962
Mark Anthony Group,Mark Anthony Group Inc.,0.9559159952185101
Maritime Digital Art and Design ltd,Maritime Digital Art and Design,0.9599920247541531
Maritime Digital Art and Design,Maritime Digital Art and Design ltd,0.9599920247541531
Maple Reinders,maple reinders group,0.9003984639116165
Maple Leaf Foods,maple leaf foods inc,0.9716975267364159
Manuel Jordao & Associates Ltd.,Manuel Jordao & Associates,0.9717766568368759
Manuel Jordao & Associates,Manuel Jordao & Associates Ltd.,0.9717766568368759
Manitoulin Transport Inc.,manitoulin transport,0.9636429608949011
Manitoba Metis Federation Inc,Manitoba Metis Federation,0.9697881047221695
