companyName,industryCode,industry
global furniture group,26.0,furniture
herman miller,26.0,furniture
humanscale,26.0,furniture
mott manufacturing limited,26.0,furniture
munros furnishings,26.0,furniture
orv,26.0,furniture
provincial store fixtures ltd ,26.0,furniture
restoration hardware trading (shanghai) company,26.0,furniture
simpli home furniture,26.0,furniture
sofa by fancy,26.0,furniture
tayco,26.0,furniture
teknion,26.0,furniture
delota corp (tsxv: lota),27.0,retail
advanced skyline technology ltd ,27.0,retail
ajax nissan,27.0,retail
ambrosia natural foods,27.0,retail
apple self storage,27.0,retail
ardene,27.0,retail
area rug shop,27.0,retail
aritzia,27.0,retail
the dufresne group,27.0,retail
baskin robbins,27.0,retail
bgi retail,27.0,retail
banana republic,27.0,retail
bennett's furniture and mattresses,27.0,retail
bentley and co ltd,27.0,retail
best buy canada,27.0,retail
blinds to go,27.0,retail
bluenotes,27.0,retail
boathouse/blackwell supply company,27.0,retail
book outlet,27.0,retail
bouclair,27.0,retail
bureau en gros,27.0,retail
buybuy baby,27.0,retail
peter and paul's gifts,27.0,retail
kansas city steak company,27.0,retail
advance auto parts india,27.0,retail
cb2,27.0,retail
calendar club of canada,27.0,retail
calgary co op,27.0,retail
Calibre Sales Inc.,27.0,retail
canada computers and electronics,27.0,retail
canadian appliance source,27.0,retail
cellularpoint,27.0,retail
Central Alberta Co-op Ltd.,27.0,retail
chico's fas inc ,27.0,retail
circle k,27.0,retail
cole haan,27.0,retail
burlington garden center,27.0,retail
cosmos sports,27.0,retail
Counter Intelligence Merchandising Inc.,27.0,retail
devrew merchandising inc ,27.0,retail
dollarama l p ,27.0,retail
donato salon + spa,27.0,retail
durham hino truck and equipment,27.0,retail
eb games new zealand,27.0,retail
peavey industries lp,27.0,retail
e z mart inc,27.0,retail
eastporters audio video,27.0,retail
couche tard,27.0,retail
fabricville,27.0,retail
finch hyundai,27.0,retail
fire and flower,27.0,retail
foot locker,27.0,retail
westview co op,27.0,retail
sobeys,27.0,retail
the fresh market,27.0,retail
friendly fires | fireplaces and bbqs,27.0,retail
galleria supermarket,27.0,retail
garden grove,27.0,retail
george weston limited,27.0,retail
giant tiger,27.0,retail
golden mile chrysler,27.0,retail
Groupe Adonis,27.0,retail
h j pfaff audi,27.0,retail
hasty market corp ,27.0,retail
hbc inc ,27.0,retail
tandm training,27.0,retail
highland farms inc ,27.0,retail
holt renfrew,27.0,retail
home hardware stores limited,27.0,retail
hortons home lighting,27.0,retail
house of knives,27.0,retail
hudson,27.0,retail
iga inc ,27.0,retail
ikea,27.0,retail
jysk canada,27.0,retail
jardin de ville,27.0,retail
jean coutu,27.0,retail
journeys,27.0,retail
just lingerie ltd,27.0,retail
justice,27.0,retail
lcbo,27.0,retail
la z boy furniture galleries,27.0,retail
lastman's bad boy,27.0,retail
laura canada,27.0,retail
legend boats,27.0,retail
legends hospitality llc,27.0,retail
mark's,27.0,retail
linen chest,27.0,retail
london drugs,27.0,retail
loweâ€šã„ã´s stores in canada,27.0,retail
m2 tile and stone,27.0,retail
m30 retail services inc,27.0,retail
macs circle k,27.0,retail
Merchandising Consultants Associates,27.0,retail
metro inc ,27.0,retail
market fresh,27.0,retail
mastermind toys,27.0,retail
mattress mart,27.0,retail
maurices,27.0,retail
max advanced brakes,27.0,retail
maxsold,27.0,retail
orleans dodge chrysler jeep ram,27.0,retail
the michaels companies inc ,27.0,retail
michael hill,27.0,retail
miniso canada,27.0,retail
Mister Safety Shoes,27.0,retail
moffatt and powell rona,27.0,retail
mountain warehouse,27.0,retail
icg america,27.0,retail
new millenium tire centre,27.0,retail
new horizon co op,27.0,retail
OSL Retail Services Inc,27.0,retail
old navy,27.0,retail
organic garage,27.0,retail
orlâˆšâ©ans honda,27.0,retail
otter co op,27.0,retail
partsource,27.0,retail
pet valu,27.0,retail
pharmaprix,27.0,retail
pier 1,27.0,retail
pilot flying j,27.0,retail
polarpak limited,27.0,retail
premium retail services,27.0,retail
princess auto ltd ,27.0,retail
pro hockey life sporting goods inc ,27.0,retail
purdys chocolatier,27.0,retail
qe home | quilts etc,27.0,retail
quickie convenience stores corp ,27.0,retail
rabba fine foods,27.0,retail
rexdale hyundai,27.0,retail
rona,27.0,retail
safeway,27.0,retail
sally beauty canada,27.0,retail
signarama,27.0,retail
skechers,27.0,retail
Sleep Country,27.0,retail
smartstyle salons,27.0,retail
south country co op limited,27.0,retail
spaw boutique and doggie daycare,27.0,retail
spirit halloween,27.0,retail
structube,27.0,retail
summerhill market,27.0,retail
svp sports,27.0,retail
talbots,27.0,retail
talize,27.0,retail
the 401 auto rv group,27.0,retail
the beer store,27.0,retail
thebeerstore,27.0,retail
the brick,27.0,retail
the chesterfield shop ltd,27.0,retail
the deck store inc,27.0,retail
the home depot canada,27.0,retail
the mobile shop,27.0,retail
the north west company,27.0,retail
the rubber and vinyl flooring company ltd,27.0,retail
tjx canada â€šã„ã¬ winners marshalls homesense,27.0,retail
trent valley honda,27.0,retail
twin hills ford lincoln,27.0,retail
urban barn,27.0,retail
valencia theater seating,27.0,retail
valleyview co op agro centre,27.0,retail
savers | value village,27.0,retail
vapemeet (mississauga),27.0,retail
visions electronics,27.0,retail
warehouse one the jean store,27.0,retail
wayfair,27.0,retail
well ca,27.0,retail
wetaskiwin co op,27.0,retail
wine rack,27.0,retail
wis international,27.0,retail
ym inc ,27.0,retail
yummy market,27.0,retail
adamson systems engineering,28.0,entertainment
canada's wonderland,28.0,entertainment
chuck e cheeses,28.0,entertainment
corus entertainment,28.0,entertainment
disney store,28.0,entertainment
hasbro,28.0,entertainment
imax,28.0,entertainment
INK Entertainment,28.0,entertainment
order of operations podcast,28.0,entertainment
mattel inc ,28.0,entertainment
meadowbrook,28.0,entertainment
olg,28.0,entertainment
"Sony Pictures Entertainment, Inc.",28.0,entertainment
the mrg group,28.0,entertainment
urban planet,28.0,entertainment
zoomermedia limited,28.0,entertainment
zoum zoum party,28.0,entertainment
pollard banknote limited,29.0,gambling / casinos
the stars group,29.0,gambling / casinos
adventure canada,30.0,leisure/ travel / tourism
arctic kingdom,30.0,leisure/ travel / tourism
bigwin island golf club,30.0,leisure/ travel / tourism
clublink,30.0,leisure/ travel / tourism
fraserway rv,30.0,leisure/ travel / tourism
just go,30.0,leisure/ travel / tourism
see sight tours,30.0,leisure/ travel / tourism
sicard rv,30.0,leisure/ travel / tourism
travel edge,30.0,leisure/ travel / tourism
amica senior lifestyles,31.0,hospitality
ancaster mill,31.0,hospitality
aramark,31.0,hospitality
bayview wildwood resort,31.0,hospitality
cn tower / tour cn,31.0,hospitality
comfort inn port hope,31.0,hospitality
caesars windsor,31.0,hospitality
canadian niagara hotels,31.0,hospitality
chase hospitality group,31.0,hospitality
comfort inn,31.0,hospitality
diamond hotels management inc ,31.0,hospitality
danone,31.0,hospitality
deerhurst resort,31.0,hospitality
delmanor communities,31.0,hospitality
ess support services worldwide lower 48,31.0,hospitality
elora mill hotel and spa,31.0,hospitality
fairfield inn and suites by marriott,31.0,hospitality
four points by sheraton norwood,31.0,hospitality
friday harbour resort,31.0,hospitality
granite club,31.0,hospitality
druids glen hotel and golf resort,31.0,hospitality
grand tappattoo resort,31.0,hospitality
hampton inn by hilton,31.0,hospitality
hawthorn senior living,31.0,hospitality
hilton niagara falls/fallsview hotel and suites,31.0,hospitality
holiday inn express,31.0,hospitality
hilton garden inn and homewood suites ottawa downtown,31.0,hospitality
hunter amenities international ltd ,31.0,hospitality
jw marriott the rosseau muskoka,31.0,hospitality
knights inn,31.0,hospitality
langdon hall country house hotel and spa,31.0,hospitality
"Marriott International, Inc",31.0,hospitality
muskoka bay resort,31.0,hospitality
park inn by radisson,31.0,hospitality
the redwoods retirement residence,31.0,hospitality
revera inc ,31.0,hospitality
sleep inn muskoka,31.0,hospitality
sonder inc ,31.0,hospitality
super 8 barrie,31.0,hospitality
the boulevard club,31.0,hospitality
the bruce hotel stratford canada,31.0,hospitality
the fifteen group // full service hospitality consulting agency,31.0,hospitality
the forest hill group,31.0,hospitality
the metcalfe hotel,31.0,hospitality
the works gourmet burger bistro,31.0,hospitality
toronto marriott city centre,31.0,hospitality
travelodge toronto east,31.0,hospitality
vintage hotels,31.0,hospitality
west wind restaurant,31.0,hospitality
applebee's neighborhood grill + bar,32.0,restaurants
bandit brewery,32.0,restaurants
the barley mow pubs,32.0,restaurants
beertown public house,32.0,restaurants
"Boston Pizza International, Inc.",32.0,restaurants
broadway bar and grille,32.0,restaurants
buffalo wild wings,32.0,restaurants
burger king,32.0,restaurants
burrito bandidos,32.0,restaurants
bar canarino srl,32.0,restaurants
chipotle mexican grill,32.0,restaurants
demetres,32.0,restaurants
domino's,32.0,restaurants
east side marios restaurant,32.0,restaurants
eggsmart,32.0,restaurants
fat bastard burrito,32.0,restaurants
fionn maccool's,32.0,restaurants
firehouse subs,32.0,restaurants
freshii,32.0,restaurants
glorias restaurant,32.0,restaurants
gyu kaku japanese bbq cambodia,32.0,restaurants
hmshost,32.0,restaurants
Italia Salami CO LTD.,32.0,restaurants
kfc us,32.0,restaurants
kasa moto,32.0,restaurants
original roadhouse grill,32.0,restaurants
mighty quinn's barbeque,32.0,restaurants
city pizza,32.0,restaurants
panda restaurant group,32.0,restaurants
the pickle barrel restaurant,32.0,restaurants
pita pit usa,32.0,restaurants
pizza hut uk and europe,32.0,restaurants
pizza nova,32.0,restaurants
popeyes louisiana kitchen,32.0,restaurants
prenup pub,32.0,restaurants
punjabi by nature (a unit of a r fisheries pvt ltd ),32.0,restaurants
quik chik,32.0,restaurants
recipe unlimited corporation,32.0,restaurants
restaurant brands international,32.0,restaurants
salad king,32.0,restaurants
sanremo bakery,32.0,restaurants
sassafraz restaurant,32.0,restaurants
severn lodge limited,32.0,restaurants
sol food puerto rican cuisine,32.0,restaurants
st louis bar and grill,32.0,restaurants
subway franchise development,32.0,restaurants
sunlight grill,32.0,restaurants
sunset grill restaurant,32.0,restaurants
terroni group,32.0,restaurants
the wingery,32.0,restaurants
turtle jack's muskoka grill erin mills mississauga,32.0,restaurants
virtuous pie,32.0,restaurants
warraich meats butcher and restaurant take out food,32.0,restaurants
wild wing cafe,32.0,restaurants
agropur us,34.0,food / beverages
aroma espresso bar,34.0,food / beverages
basf,34.0,food / beverages
balzac's coffee ltd,34.0,food / beverages
the lodge retirement community,34.0,food / beverages
bento sushi,34.0,food / beverages
bondi produce and specialty foods,34.0,food / beverages
booster juice,34.0,food / beverages
browns your independent grocer,34.0,food / beverages
bulk barn foods limited,34.0,food / beverages
burnac produce ltd,34.0,food / beverages
butter chicken roti,34.0,food / beverages
cobs bread,34.0,food / beverages
cactus club cafe,34.0,food / beverages
campbell soup company,34.0,food / beverages
cedar springs water,34.0,food / beverages
new wave foods,34.0,food / beverages
chatime canada,34.0,food / beverages
collective arts,34.0,food / beverages
conagra brands,34.0,food / beverages
coppa's fresh market,34.0,food / beverages
daiya foods inc,34.0,food / beverages
dana hospitality lp,34.0,food / beverages
r denninger's ltd ,34.0,food / beverages
donut time co ltd,34.0,food / beverages
eataly,34.0,food / beverages
export packers co ltd ,34.0,food / beverages
Flanagan Foodservice,34.0,food / beverages
fornoo,34.0,food / beverages
fredericton direct charge co op,34.0,food / beverages
fresh prep,34.0,food / beverages
general mills,34.0,food / beverages
giraffe foods inc ,34.0,food / beverages
goodfood market (tsx:food),34.0,food / beverages
Gordon Food Service Canada,34.0,food / beverages
highbury canco corporation,34.0,food / beverages
inabuggy,34.0,food / beverages
j s ferraro,34.0,food / beverages
joriki inc,34.0,food / beverages
kellogg company,34.0,food / beverages
lake of the woods brewing company,34.0,food / beverages
little ceasars pizza,34.0,food / beverages
mr greek,34.0,food / beverages
marek hospitality inc ,34.0,food / beverages
mary macleod's shortbread,34.0,food / beverages
mastronardi produce ltd ,34.0,food / beverages
mill street brewery,34.0,food / beverages
millercoors,34.0,food / beverages
molson coors beverage company,34.0,food / beverages
monster energy,34.0,food / beverages
Moosehead Breweries Limited,34.0,food / beverages
mother parkers tea and coffee,34.0,food / beverages
muskoka brewery,34.0,food / beverages
evs canada a drinks discovery business ,34.0,food / beverages
no frills supermarket,34.0,food / beverages
new york fries,34.0,food / beverages
govinda's restaurant iskcon new delhi,34.0,food / beverages
newrest,34.0,food / beverages
oic foods,34.0,food / beverages
masalamagic as,34.0,food / beverages
om india food centre,34.0,food / beverages
sobeys orangeville,34.0,food / beverages
pepsico,34.0,food / beverages
pizzaiolo the pizza maker's pizza,34.0,food / beverages
popeyes chicken and biscuit,34.0,food / beverages
Real Fruit Bubble Tea Inc.,34.0,food / beverages
remark fresh markets,34.0,food / beverages
rooks to cooks,34.0,food / beverages
second cup,34.0,food / beverages
simmons foods,34.0,food / beverages
Sleeman Breweries,34.0,food / beverages
sol cuisine,34.0,food / beverages
sunripe,34.0,food / beverages
sushi california,34.0,food / beverages
swiss chalet fine foods,34.0,food / beverages
"Sysco Canada, Inc",34.0,food / beverages
tfi food equipment solutions,34.0,food / beverages
the distillery restaurants corp ,34.0,food / beverages
the healthy butcher,34.0,food / beverages
the juice truck,34.0,food / beverages
thornloe cheese,34.0,food / beverages
Tim Hortons Inc.,34.0,food / beverages
trading post quality foods,34.0,food / beverages
tree of life canada,34.0,food / beverages
vg meats,34.0,food / beverages
village juicery,34.0,food / beverages
yellow roof pet care,34.0,food / beverages
aptn,36.0,broadcast media
cbc/radio canada,36.0,broadcast media
cgi,36.0,broadcast media
evertz,36.0,broadcast media
vista radio ltd,36.0,broadcast media
concordia university,38.0,montreal/ qc
bienenstock natural playgrounds,40.0,recreational facilities / services
buckeye marine,40.0,recreational facilities / services
canlan sports,40.0,recreational facilities / services
highland country club,40.0,recreational facilities / services
the lake louise ski resort,40.0,recreational facilities / services
mansfield ski club,40.0,recreational facilities / services
Proslide Technology,40.0,recreational facilities / services
summerlea golf and country club,40.0,recreational facilities / services
town of lincoln,40.0,recreational facilities / services
waterfront neighbourhood centre,40.0,recreational facilities / services
whistler blackcomb,40.0,recreational facilities / services
whitevale golf club,40.0,recreational facilities / services
windermere golf and country club,40.0,recreational facilities / services
agricorp,42.0,insurance
allstate,42.0,insurance
aspire lifestyles,42.0,insurance
assurant,42.0,insurance
benefit plan administrators inc ,42.0,insurance
bfl canada,42.0,insurance
medben,42.0,insurance
cimco,42.0,insurance
brokerlink,42.0,insurance
canada protection plan a foresters financial company,42.0,insurance
ClaimSecure,42.0,insurance
claimspro lp,42.0,insurance
desjardins insurance agents,42.0,insurance
duliban insurance brokers,42.0,insurance
echelon insurance,42.0,insurance
economical insurance,42.0,insurance
empire life,42.0,insurance
equitable life of canada,42.0,insurance
fct,42.0,insurance
fsb group ltd ,42.0,insurance
federated insurance,42.0,insurance
gallagher,42.0,insurance
gore mutual insurance,42.0,insurance
grouphealth benefit solutions,42.0,insurance
highland packers limited,42.0,insurance
icbc (insurance corporation of british columbia),42.0,insurance
josslin insurance,42.0,insurance
Lawrie Insurance Group Inc.,42.0,insurance
mcdougall insurance and financial,42.0,insurance
your insurance broker,42.0,insurance
northbridge insurance company,42.0,insurance
on side restoration services ltd ,42.0,insurance
pethealth inc a fairfax company,42.0,insurance
rent all center,42.0,insurance
reinsurance group of america incorporated,42.0,insurance
rsa,42.0,insurance
sedgwick,42.0,insurance
stoneridge insurance brokers,42.0,insurance
sussex insurance,42.0,insurance
swiss re,42.0,insurance
The Edge Benefits Inc.,42.0,insurance
ogilvy insurance,42.0,insurance
travelers,42.0,insurance
wawanesa insurance,42.0,insurance
western financial group,42.0,insurance
westland insurance group ltd ,42.0,insurance
workplace safety and insurance board (wsib),42.0,insurance
zurich australia group insurance,42.0,insurance
akelius residential property ab,44.0,real estate
ashcroft homes,44.0,real estate
atira property management,44.0,real estate
atria retirement canada,44.0,real estate
avalonbay communities,44.0,real estate
boardwalk,44.0,real estate
hill group,44.0,real estate
mega capital funding inc ,44.0,real estate
broccolini,44.0,real estate
brookfield residential,44.0,real estate
buzzbuzzhome,44.0,real estate
capreit,44.0,real estate
CLV Group Inc.,44.0,real estate
century21,44.0,real estate
choice properties,44.0,real estate
cityscape real estate ltd brokerage,44.0,real estate
claridge homes | ottawa builder,44.0,real estate
cogir senior living,44.0,real estate
concert,44.0,real estate
conner homes,44.0,real estate
dlc residential,44.0,real estate
del sol property management,44.0,real estate
dream unlimited,44.0,real estate
drewlo holdings,44.0,real estate
empire communities,44.0,real estate
first national financing inc nmls #374978,44.0,real estate
golf property limited,44.0,real estate
graywood developments,44.0,real estate
homelife landmark realty inc brokerage,44.0,real estate
hanson capital group,44.0,real estate
hollyburn properties limited,44.0,real estate
homestead land holdings limited,44.0,real estate
jd development group,44.0,real estate
jackson property management,44.0,real estate
luxe realty group llc,44.0,real estate
killam apartment reit,44.0,real estate
larlyn property management ltd ,44.0,real estate
metcap living,44.0,real estate
mnp,44.0,real estate
mattamy homes,44.0,real estate
metro home services,44.0,real estate
minto group,44.0,real estate
morguard,44.0,real estate
paramount properties,44.0,real estate
pma brethour realty group,44.0,real estate
quadreal property group,44.0,real estate
re/max,44.0,real estate
re/max garden city realty inc brokerage,44.0,real estate
realstar management,44.0,real estate
redstone residential,44.0,real estate
robert golfi remax escarpment golfi realty inc brokerage,44.0,real estate
richcraft homes,44.0,real estate
Right at Home Realty Brokerage,44.0,real estate
royal lepage,44.0,real estate
royal york property management,44.0,real estate
ryan companies us inc ,44.0,real estate
sci logistic,44.0,real estate
search realty corp brokerage,44.0,real estate
SEYMOUR PACIFIC DEVELOPMENTS LTD.,44.0,real estate
starlight investments,44.0,real estate
sterling karamar property management,44.0,real estate
sun communities and sun rv resorts,44.0,real estate
symphony senior living,44.0,real estate
ursus sp j centrum handlowe transport miæ’ã´dzynarodowy czæ’ã´â‰ˆãµci do ciæ’ã–gnikâˆšâ‰¥w i maszyn,44.0,real estate
vertica resident services,44.0,real estate
wilson blanchard management inc ,44.0,real estate
AIMCo (Alberta Investment Management Corporation),46.0,investment management
assante capital management ltd ,46.0,investment management
cna insurance,46.0,investment management
canaccord genuity group inc ,46.0,investment management
cowan insurance group,46.0,investment management
gwl realty advisors,46.0,investment management
princeton holdings limited,46.0,investment management
thales investments group,46.0,investment management
acapulco pools,48.0,construction
ACCESS RESTORATION SERVICES LTD.,48.0,construction
preston companies,48.0,construction
addaline asphalt maintenance,48.0,construction
Aecon Group Inc.,48.0,construction
alair homes,48.0,construction
cronin contracting inc,48.0,construction
almita piling,48.0,construction
aluminum window designs ltd,48.0,construction
ampere limited,48.0,construction
aquatech dewatering company inc ,48.0,construction
archer daniel midland,48.0,construction
Archmill House Inc,48.0,construction
atlas dewatering inc ,48.0,construction
atlas apex roofing,48.0,construction
belfor property restoration,48.0,construction
betz pools ltd ,48.0,construction
bird construction,48.0,construction
bne concrete floors and coatings inc ,48.0,construction
bty group,48.0,construction
BURNCO ROCK PRODUCTS Ltd,48.0,construction
bvglazing systems,48.0,construction
bachly construction,48.0,construction
bartech,48.0,construction
bassi construction lp,48.0,construction
beacon roofing ltd,48.0,construction
cwc contracting corp,48.0,construction
better living group residential home builders,48.0,construction
birk's landscaping inc ,48.0,construction
blue mountain four season,48.0,construction
bonnechere excavating inc ,48.0,construction
brennan paving limited,48.0,construction
bronte construction,48.0,construction
capcrete,48.0,construction
chouinard bros roofing,48.0,construction
csl group ltd,48.0,construction
canstar restorations,48.0,construction
canadian construction core ltd ,48.0,construction
central painting inc ,48.0,construction
clean water works inc ,48.0,construction
colas canada inc ,48.0,construction
coldstream concrete | celebrating 75 years in business,48.0,construction
clarke basement systems,48.0,construction
clearway group of companies,48.0,construction
collaborative structures limited (csl),48.0,construction
colliers project leaders | middle east,48.0,construction
cortel group,48.0,construction
crosslinx transit solutions,48.0,construction
dashwood industries inc ,48.0,construction
defence construction canada,48.0,construction
done right roofing,48.0,construction
dragados canada inc ,48.0,construction
dwight crane ltd,48.0,construction
e s fox limited,48.0,construction
kobots,48.0,construction
eastern construction,48.0,construction
edc,48.0,construction
earl horst systems,48.0,construction
eiffage in canada,48.0,construction
ellisdon,48.0,construction
emcon services inc ,48.0,construction
empire roofing corporation,48.0,construction
energy network services inc ,48.0,construction
equipment world inc ,48.0,construction
eurospec inc,48.0,construction
fer pal infrastructure,48.0,construction
abbotts fire and flood san diego,48.0,construction
flynn group of companies,48.0,construction
fusion homes,48.0,construction
Gateman Milloy,48.0,construction
gilbert steel limited,48.0,construction
glenform limited,48.0,construction
golden windows limited,48.0,construction
gottardo group of companies,48.0,construction
moss and associates (construction),48.0,construction
graham construction company inc ,48.0,construction
grandfield homes,48.0,construction
graniteworx,48.0,construction
grimsby utility construction inc ,48.0,construction
handyman connection,48.0,construction
harold sutherland construction company,48.0,construction
harris rebar,48.0,construction
herc rentals,48.0,construction
heritage restoration inc,48.0,construction
hully gully,48.0,construction
hy mark mechanical,48.0,construction
james dick construction,48.0,construction
kiewit,48.0,construction
link427,48.0,construction
Landmark Structures Co.,48.0,construction
lindsay construction,48.0,construction
mighty tree movers inc,48.0,construction
Maple Reinders,48.0,construction
marant construction limited,48.0,construction
marathon underground constructors corporation,48.0,construction
mcasphalt industries limited,48.0,construction
melrose paving cor certified!,48.0,construction
metro green recycling,48.0,construction
miller concrete,48.0,construction
miller paving inc ,48.0,construction
moncrief construction ltd ,48.0,construction
morgan corp ,48.0,construction
mme multiurethanes ltd,48.0,construction
great lakes concrete and paving,48.0,construction
regional sewer and watermain ltd,48.0,construction
northlander industries,48.0,construction
osco construction group,48.0,construction
oaklu,48.0,construction
ontario excavac,48.0,construction
ottawa structural residential services ltd,48.0,construction
paramount landscaping,48.0,construction
Partridge Fine Landscapes Ltd,48.0,construction
paul davis restoration s e wi,48.0,construction
pave al limited,48.0,construction
pcl construction,48.0,construction
pickard construction,48.0,construction
pioneer construction,48.0,construction
platinum construction corporation / platinum construction of america inc ,48.0,construction
pnr railworks,48.0,construction
pomerleau,48.0,construction
potvin construction ltd ,48.0,construction
powell contracting,48.0,construction
power precast solutions,48.0,construction
premform,48.0,construction
pride signs ltd ,48.0,construction
r w tomlinson limited,48.0,construction
railworks corporation,48.0,construction
resolve recruit,48.0,construction
rock solid flooring llc,48.0,construction
ronsco inc ,48.0,construction
service plus aquatics inc,48.0,construction
silverline group,48.0,construction
solda pools ltd ,48.0,construction
soprema entreprises,48.0,construction
specified roofing inc ,48.0,construction
state window corporation,48.0,construction
strongco,48.0,construction
sunspace sunrooms,48.0,construction
super save group,48.0,construction
sutherland schultz ltd ,48.0,construction
Technical Concrete Solutions,48.0,construction
Telecon Inc.,48.0,construction
the byng group,48.0,construction
the miller group,48.0,construction
toro aluminum usa corp,48.0,construction
toromont industries ltd,48.0,construction
traugott building contractors inc ,48.0,construction
tremco incorporated,48.0,construction
true north log homes,48.0,construction
trylon tsf,48.0,construction
the landtek group inc ,48.0,construction
turner construction company,48.0,construction
tycon construction group,48.0,construction
upper canada road services,48.0,construction
urbandale construction,48.0,construction
vars concrete,48.0,construction
ventana construction corporation,48.0,construction
Walters Group Inc,48.0,construction
Whissell Contracting,48.0,construction
willscot,48.0,construction
york search group,48.0,construction
estrint,50.0,architecture / planning
core architects,50.0,architecture / planning
discovery dream homes,50.0,architecture / planning
complete property maintenance,50.0,architecture / planning
in ex design,50.0,architecture / planning
groupe leclerc,50.0,architecture / planning
norr,50.0,architecture / planning
porcelanosa,50.0,architecture / planning
upper canada forest products,50.0,architecture / planning
aeropol aviation services,52.0,aviation / aerospace
Aversan,52.0,aviation / aerospace
bombardier,52.0,aviation / aerospace
coordinate industries ltd ,52.0,aviation / aerospace
cutting edge precision,52.0,aviation / aerospace
imp group,52.0,aviation / aerospace
lhm technologies inc ,52.0,aviation / aerospace
"MHI Canada Aerospace, Inc.",52.0,aviation / aerospace
magellan aerospace limited,52.0,aviation / aerospace
new united goderich inc ,52.0,aviation / aerospace
akzonobel,54.0,chemicals
chemtrade,54.0,chemicals
clariant,54.0,chemicals
"Diversey, Inc.",54.0,chemicals
dyno nobel,54.0,chemicals
erco worldwide,54.0,chemicals
fujifilm corporation,54.0,chemicals
flochem ltd ,54.0,chemicals
galati market fresh inc ,54.0,chemicals
jabco and associates inc ,54.0,chemicals
k and s distributors inc ,54.0,chemicals
lanxess,54.0,chemicals
mapei,54.0,chemicals
merck kgaa darmstadt germany,54.0,chemicals
nachurs alpine solutions,54.0,chemicals
nutrien,54.0,chemicals
owens corning composites,54.0,chemicals
Pestell Nutrition,54.0,chemicals
praxair canada inc,54.0,chemicals
prominent fluid controls inc ,54.0,chemicals
quadra chemicals,54.0,chemicals
reckitt,54.0,chemicals
recon chemicals llc (uae),54.0,chemicals
sherwin williams paints stains colors and supplies,54.0,chemicals
siltech corporation,54.0,chemicals
solenis,54.0,chemicals
solvay,54.0,chemicals
sun chemical,54.0,chemicals
tiger drylac canada inc ,54.0,chemicals
toronto research chemicals,54.0,chemicals
Asahi Refining Canada,56.0,mining / metals
actlabs (activation laboratories ltd ),56.0,mining / metals
agnico eagle mines limited,56.0,mining / metals
agway metals inc ,56.0,mining / metals
alamos gold inc ,56.0,mining / metals
almag aluminum,56.0,mining / metals
arcelormittal tubular products europe,56.0,mining / metals
ausenco,56.0,mining / metals
bhp,56.0,mining / metals
baffinland,56.0,mining / metals
barrick gold corporation,56.0,mining / metals
bestech,56.0,mining / metals
technical lubrication services pty ltd,56.0,mining / metals
boart longyear,56.0,mining / metals
brannon steel,56.0,mining / metals
crh,56.0,mining / metals
cameron steel inc ,56.0,mining / metals
can art aluminum extrusion,56.0,mining / metals
carmeuse,56.0,mining / metals
cascadia metals,56.0,mining / metals
combined metal industries,56.0,mining / metals
compass minerals,56.0,mining / metals
dmc mining services,56.0,mining / metals
dumas contracting ltd ,56.0,mining / metals
hard line,56.0,mining / metals
hatch,56.0,mining / metals
Hudbay Minerals,56.0,mining / metals
k+s potash canada,56.0,mining / metals
kawartha metals corp,56.0,mining / metals
kinross gold corporation,56.0,mining / metals
kirkland lake gold (kl),56.0,mining / metals
komatsu construction,56.0,mining / metals
kubota materials canada corporation,56.0,mining / metals
brawo s p a ,56.0,mining / metals
orbit garant drilling inc (obgrf),56.0,mining / metals
eco soil group,56.0,mining / metals
precision castparts,56.0,mining / metals
pure metal galvanizing inc ,56.0,mining / metals
Rimex Supply Ltd.,56.0,mining / metals
russel metals,56.0,mining / metals
stelco the steel company of canada,56.0,mining / metals
Teck Resources Limited,56.0,mining / metals
triple m metal lp,56.0,mining / metals
canadian maritime engineering ltd (cme),58.0,shipbuilding
public services and procurement canada | services publics et approvisionnement canada,58.0,shipbuilding
albarrie canada limited,60.0,textiles
orion canada cordage,60.0,textiles
ecotex healthcare linen service,60.0,textiles
fellfabã©,60.0,textiles
unifirst corporation,60.0,textiles
aandb rail services ltd,62.0,railroad manufacture
Universal Rail Systems Inc,62.0,railroad manufacture
groomingdaleâ€šã„ã´s petvalu,64.0,ranching
assessment direct,68.0,higher education
bba corp,68.0,higher education
brock university graduate students' association (brock gsa),68.0,higher education
cimt college,68.0,higher education
canadian college of health science and technology,68.0,higher education
fnti first nations technical institute,68.0,higher education
ivey business school asia,68.0,higher education
kira talent,68.0,higher education
lakehead university international,68.0,higher education
finance association of laurentian university,68.0,higher education
mcgill university faculty of science,68.0,higher education
netsoft college of technology,68.0,higher education
northeastern university college of professional studies,68.0,higher education
northern ontario school of medicine,68.0,higher education
sheridan college,68.0,higher education
ocad university,68.0,higher education
peterborough college,68.0,higher education
queen elizabeth academy,68.0,higher education
queen's university,68.0,higher education
sault college of applied arts and technology,68.0,higher education
seneca college,68.0,higher education
st lawrence college,68.0,higher education
sukhothai thammathirat open university,68.0,higher education
thompson rivers university,68.0,higher education
toronto film school,68.0,higher education
triOS College Business Technology Healthcare Inc....,68.0,higher education
universidade de fortaleza,68.0,higher education
universitâˆšâ© de montrâˆšâ©al,68.0,higher education
